,B2,V1,V11,V2,V12,V3,V13,V4,V14,V5,V15,V6,V16,V7,V17,V8,V18,V9,V19,V10,V20,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
305,20180830-225222_66,other,opening,other,providep,other,offtask,emo,offtask,emo,providep,other,providep,other,providep,emo,providep,other,providep,emo,providep,0,1,A2TE3REENAGJ3J,0,2,1,1,A3BN7XW16OPEP3,0,0,36,Male,White/Caucasian,3,Married,Employed for wages,12,Atheist,5,5,5,4,4,4,5,5,4,5,4,5,4,5,4,1,1,1,1,4,1,2,3,3,4,2,4,4,4,46,Female,White/Caucasian,4,Divorced,Employed for wages,6,Protestant (Baptist Methodist Non-denominational etc.),2,5,4,4,4,4,4,3,3,4,5,4,4,1,4,1,1,1,1,1,1,1,1,3,3,1,5,5,5,4,5,4,1,2,5,5,3,1,3,4,3,3,2,2,2,4,4,3,3,5,5,4,5,1,4,5,2,3,4,6,1,6,6,1,5,4,4,3,6,5,3,4,5,1,1,1,5,3,1,5,5,6,6,5,5,3,2,1,4,3,2,5,5,1,1,4.142857143,4.142857143,2.142857143,1.285714286,3.571428571,4.857142857,5,4.714285714,2.571428571,1,3.285714286,4.857142857,4.714285714,1,1,4.428571429,1.285714286,4,1,1,4,4.142857143,4,4,1,5.285714286,4.714285714,3.857142857,4.285714286,5,6,4.285714286,6,5,6,4.428571429,5.428571429,5,5.142857143,6,4.857142857,1.142857143,1.571428571,1,1,1,4.285714286,4.142857143,4.857142857,4.571428571,4.285714286,4.285714286,4.285714286,4,3.142857143,4.142857143,4.285714286,4.142857143,1.714285714,4.857142857,4.571428571,4.428571429,5,4.714285714,4,3.714285714,9,11,10,5.571428571,12,2.857142857,18,15.14285714,6,10.85714286,17,16,19,14,18,13,8,5,4,0,0,0,0,7,1,0,0,0,0,0,7,0,0,2,1,1,3,2
306,20180830-232642_468,other,opening,other,disagree,cre,providep,pro,providep,task,asktask,cre,offtask,cre,asktask,cre,providep,emo,offtask,log,providep,0,1,AWJS64YIDUZ2L,0,0,0,1,A2F0L2TKU8ORLM,2,1,31,Male,White/Caucasian,4,Never been married,Employed for wages,4,Protestant (Baptist Methodist Non-denominational etc.),3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,1,3,3,3,1,3,3,3,42,Female,White/Caucasian,3,Married,Unable to work,2,Other,2,5,5,5,5,5,5,5,4,5,5,4,4,5,5,1,1,2,3,5,1,1,2,3,4,1,3,5,4,3.833333333,3.166666667,3,2.833333333,3.666666667,3.5,3.666666667,3,3,2,4.166666667,4,4,3,1.5,4.666666667,1.333333333,2.333333333,1,1,5,3.833333333,4.166666667,4,2,3.833333333,5.166666667,3.166666667,3,3,3.5,2,3.833333333,5.5,1.333333333,4.666666667,5,6,4,4.833333333,5.833333333,4.333333333,3.833333333,5.166666667,3.333333333,3.833333333,4.333333333,6,3,3.5,3.166666667,5.666666667,4.666666667,4.333333333,3,3,2.166666667,3,1.666666667,3.666666667,3.833333333,3.833333333,4,4,2,2.166666667,1,1.5,1,3,3.5,4.5,5,5,1.5,1,4,3.5,4,2,1.5,3,5,5,2,1.5,5,4,4,4.5,2,6,4.5,5,3.5,4.5,6,2.5,6,6,2,5.5,5,5.5,4.5,6,4,4,4,5,2.5,5.5,5,6,4.5,2,6,6,5,5,2,1.5,1.5,5,1,4,5,2,4.5,4.5,3,3.5,5.166666667,12,3.5,-3,1,10.5,15,15.5,7.666666667,8,16,20,16,19,16,18,8,12,1,4,1,1,1,3,1,2,0,1,0,0,4,1,0,2,5,4,1,1
307,20180830-232824_365,other,opening,other,asktask,emo,providep,emo,providep,other,providep,emo,offtask,pro,providep,log,agree,other,providep,emo,agree,0,1,ACNHKXWKZRUZ5,0,0,0,1,A33Z4DP3MJFIGN,2,1,44,Male,White/Caucasian,4,Married,Employed for wages,3,Agnostic,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,4,3,3,1,3,3,3,25,Male,White/Caucasian,2,Living with partner,Self-employed,4,Other,2,4,3,4,4,5,4,4,4,4,4,4,5,4,4,4,3,4,4,2,2,3,4,4,4,3,4,4,3,4,4.076923077,3.923076923,3.230769231,3.461538462,3.307692308,3.461538462,3.692307692,3.153846154,3.076923077,4.076923077,4.461538462,4.076923077,2.692307692,2,2.923076923,3.153846154,3.384615385,3.153846154,3,3.384615385,3.692307692,2.923076923,3.230769231,2.769230769,3.538461538,4.307692308,2.538461538,3.076923077,2.769230769,3.538461538,2.769230769,3.230769231,4.615384615,1.384615385,2.461538462,4.153846154,4.230769231,3.230769231,4.923076923,5,2.692307692,5.615384615,2,3.153846154,2.307692308,5.153846154,4.461538462,3.153846154,3.076923077,3.384615385,3.153846154,3.153846154,3.230769231,3.384615385,3.769230769,3.846153846,3.461538462,2.076923077,2.538461538,3.923076923,3.846153846,4,4.076923077,2.230769231,2.230769231,3.923076923,4,3.153846154,3.923076923,3.615384615,3.769230769,3.692307692,3.769230769,3.538461538,3.846153846,3.769230769,3.307692308,4,3.538461538,3.769230769,3.615384615,3.692307692,3.769230769,3.769230769,3.384615385,3.769230769,3.923076923,3.538461538,3.769230769,3.923076923,5,4.769230769,4.384615385,4.769230769,4.846153846,4.615384615,4.538461538,4.692307692,4.692307692,4.769230769,4.615384615,5,5,4.076923077,4.769230769,4.923076923,4.538461538,4.615384615,4.769230769,4.769230769,4.615384615,4.538461538,4.769230769,5,5.384615385,5.384615385,5.230769231,5.076923077,5.307692308,5.153846154,5.230769231,4.923076923,5,2,2.076923077,2.692307692,2.384615385,4,3.769230769,3.461538462,3.461538462,4.230769231,3.846153846,5.307692308,3.538461538,9.769230769,11,10.46153846,11.07692308,7.923076923,3.769230769,16,16,16,16,16,17,14,17,4,0,1,1,0,5,1,1,2,0,0,0,5,0,0,1,9,3,5,2
308,20180831-012053_911,other,opening,other,asktask,other,asktask,other,providep,cre,asktask,other,offtask,cre,offtask,other,asktask,other,offtask,other,offtask,0,1,A33Z4DP3MJFIGN,0,2,1,1,A1RGD548VIVY96,1,1,35,Male,White/Caucasian,2,Living with partner,Self-employed,3,Other,2,4,3,4,4,5,4,3,4,4,4,4,4,5,4,4,3,4,3,4,3,4,4,5,4,2,4,4,4,32,Male,Hispanic/Latino,6,Married,Employed for wages,9,Agnostic,3,3,1,2,2,3,1,2,1,1,5,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3.923076923,4,3.153846154,3.923076923,3.615384615,3.769230769,3.692307692,3.769230769,3.538461538,3.846153846,3.769230769,3.307692308,4,3.538461538,3.769230769,3.615384615,3.692307692,3.769230769,3.769230769,3.384615385,3.769230769,3.923076923,3.538461538,3.769230769,3.923076923,5,4.769230769,4.384615385,4.769230769,4.846153846,4.615384615,4.538461538,4.692307692,4.692307692,4.769230769,4.615384615,5,5,4.076923077,4.769230769,4.923076923,4.538461538,4.615384615,4.769230769,4.769230769,4.615384615,4.538461538,4.769230769,5,5.384615385,5.384615385,5.230769231,5.076923077,5.307692308,5.153846154,5.230769231,4.923076923,5,2,2.076923077,2.692307692,2.384615385,4,3.769230769,3.461538462,3.461538462,2.977272727,2.727272727,1.090909091,3.022727273,4.113636364,3,3.090909091,3.022727273,2.840909091,2.909090909,3.159090909,3.068181818,3.863636364,1.045454545,1.25,3.636363636,1.045454545,1.045454545,1.022727273,1.045454545,3,4.022727273,3,3.022727273,1.681818182,3.545454545,3.590909091,2.113636364,2.113636364,2.25,3.772727273,2.136363636,3.954545455,3.704545455,2.090909091,3.909090909,4.045454545,4.977272727,2.954545455,4,4.977272727,4,1.045454545,5,4,2.954545455,3.863636364,4.75,4.931818182,2.181818182,4.727272727,4.954545455,4.909090909,3.068181818,3.068181818,2.159090909,2.136363636,4.454545455,2.159090909,4,4.045454545,3.204545455,4,4,2.136363636,2.272727273,3.846153846,3.363636364,3.538461538,-0.340909091,11,0.522727273,11.07692308,11.36363636,3.769230769,7.795454545,16,8,15,5,17,10,18,13,0,2,0,0,0,8,1,4,0,0,0,0,1,0,0,4,5,3,21,15
310,20180831-040908_90,other,opening,other,askp,other,providep,log,asktask,emo,asktask,emo,asktask,log,asktask,task,offtask,emo,providep,other,providep,0,1,A25L985XCNESXE,0,0,0,1,A1RGD548VIVY96,1,1,50,Female,White/Caucasian,5,Married,Employed for wages,10,Protestant (Baptist Methodist Non-denominational etc.),1,5,4,4,4,4,4,4,4,4,5,3,4,4,4,2,2,2,2,4,1,2,4,4,4,2,4,4,4,32,Male,Hispanic/Latino,6,Married,Employed for wages,9,Agnostic,3,4,2,3,2,3,3,3,2,2,4,3,3,3,3,2,3,3,2,3,1,1,1,2,1,1,3,3,3,4,3.970588235,2.058823529,2.205882353,4,4,4,4,1.941176471,1.823529412,3.764705882,4,3.058823529,2.117647059,1.852941176,4.088235294,1.647058824,1.617647059,1.529411765,1.529411765,2.058823529,3.970588235,2.294117647,4,1.970588235,4.970588235,2.529411765,4.029411765,5.588235294,5.617647059,1.117647059,5.588235294,5.617647059,1.117647059,5.647058824,1.147058824,4.088235294,4.058823529,4.058823529,5.647058824,3.941176471,1.029411765,4.147058824,4.029411765,2.970588235,2.970588235,3.882352941,1.323529412,6,6,6,5.823529412,2.5,2,2.970588235,2.088235294,2.088235294,5.529411765,3,3.911764706,3.941176471,3.941176471,3.794117647,3.676470588,2.382352941,2.382352941,2.977272727,2.727272727,1.090909091,3.022727273,4.113636364,3,3.090909091,3.022727273,2.840909091,2.909090909,3.159090909,3.068181818,3.863636364,1.045454545,1.25,3.636363636,1.045454545,1.045454545,1.022727273,1.045454545,3,4.022727273,3,3.022727273,1.681818182,3.545454545,3.590909091,2.113636364,2.113636364,2.25,3.772727273,2.136363636,3.954545455,3.704545455,2.090909091,3.909090909,4.045454545,4.977272727,2.954545455,4,4.977272727,4,1.045454545,5,4,2.954545455,3.863636364,4.75,4.931818182,2.181818182,4.727272727,4.954545455,4.909090909,3.068181818,3.068181818,2.159090909,2.136363636,4.454545455,2.159090909,4,4.045454545,3.204545455,4,4,2.136363636,2.272727273,8.235294118,3.363636364,3.823529412,-0.340909091,2.235294118,0.522727273,10.35294118,11.36363636,6.852941176,7.795454545,16,10,16,10,15,12,12,13,3,0,2,0,1,4,1,4,0,0,0,1,3,0,0,1,19,16,21,16
311,20180831-043947_465,other,opening,other,agree,other,providep,cre,providep,emo,providep,task,agree,emo,providep,pro,providep,log,agree,task,positive,0,1,AQNM5R2NMGTG6,0,0,0,1,AZIAQJWXTSFUX,0,0,40,Male,White/Caucasian,4,Married,Employed for wages,6,Protestant (Baptist Methodist Non-denominational etc.),1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,1,1,4,4,4,1,4,4,4,40,Male,White/Caucasian,4,Married,Employed for wages,10,Agnostic,3,5,4,5,4,4,5,5,4,4,5,4,4,4,4,1,1,1,1,4,1,1,4,4,4,1,5,5,5,4,4,4,2.142857143,2.428571429,4,4,4,2.571428571,2.142857143,4,4,4,2.428571429,2.285714286,4,2.285714286,2.285714286,2.285714286,2.285714286,4,4,4,4,2.142857143,4.857142857,4.857142857,4.714285714,4.714285714,4.857142857,4.857142857,4.714285714,4.857142857,5,5,4.857142857,4.142857143,4,5,5,4.285714286,4.142857143,4.428571429,3.285714286,4,4.428571429,4.285714286,3.857142857,4.428571429,4.285714286,4.428571429,4.428571429,4.428571429,4.142857143,4.428571429,4.142857143,4.428571429,4.285714286,2,3.714285714,3.571428571,2.571428571,4,4,2.285714286,2.285714286,4.131578947,4.131578947,3.447368421,1.842105263,3.631578947,4.394736842,4.605263158,4.684210526,1.157894737,1.368421053,3.605263158,4.631578947,4.105263158,2.157894737,1.763157895,4.157894737,2.131578947,1.973684211,2.105263158,3.868421053,4.236842105,3.868421053,2.5,3.184210526,3.157894737,5.315789474,4.868421053,3,4.921052632,4.131578947,5.315789474,3.526315789,5.473684211,5.578947368,2.184210526,5.157894737,5.157894737,5.473684211,5.026315789,5.894736842,5.263157895,5.184210526,5.263157895,1.815789474,5,5,2.289473684,4.921052632,4.578947368,4.263157895,5,4.973684211,5,4.736842105,4.552631579,4.526315789,4.605263158,5.789473684,1.868421053,3.973684211,4.105263158,2.026315789,4.052631579,4.026315789,3.921052632,3.973684211,7.285714286,11.15789474,7.428571429,6.236842105,5.142857143,5.921052632,13.85714286,10.63157895,7.285714286,8.421052632,16,17,16,18,12,16,14,8,2,1,1,1,2,3,1,0,3,0,0,0,5,1,0,0,3,3,9,4
312,20180831-051326_212,other,opening,other,offtask,other,offtask,other,agree,log,asktask,task,asktask,log,askp,log,providep,emo,providep,log,agree,0,1,A25L985XCNESXE,0,0,0,1,A8FZAMRMDKTU3,0,0,50,Female,White/Caucasian,5,Married,Employed for wages,10,Protestant (Baptist Methodist Non-denominational etc.),1,5,4,4,4,4,4,4,4,4,5,4,4,3,2,3,3,3,3,4,1,2,4,4,4,2,4,4,4,34,Male,White/Caucasian,2,Married,Out of work and looking for work,3,Protestant (Baptist Methodist Non-denominational etc.),3,4,5,4,4,4,4,4,3,4,4,4,3,4,5,3,2,1,2,3,1,1,2,3,2,1,1,1,3,4,3.970588235,2.058823529,2.205882353,4,4,4,4,1.941176471,1.823529412,3.764705882,4,3.058823529,2.117647059,1.852941176,4.088235294,1.647058824,1.617647059,1.529411765,1.529411765,2.058823529,3.970588235,2.294117647,4,1.970588235,4.970588235,2.529411765,4.029411765,5.588235294,5.617647059,1.117647059,5.588235294,5.617647059,1.117647059,5.647058824,1.147058824,4.088235294,4.058823529,4.058823529,5.647058824,3.941176471,1.029411765,4.147058824,4.029411765,2.970588235,2.970588235,3.882352941,1.323529412,6,6,6,5.823529412,2.5,2,2.970588235,2.088235294,2.088235294,5.529411765,3,3.911764706,3.941176471,3.941176471,3.794117647,3.676470588,2.382352941,2.382352941,4,3,2,3,4.2,4,4,4,2,2.6,4,4,3.2,2.6,2.2,4.2,2.2,4.4,1,1.6,4.2,3.6,2.8,4.2,2,4.6,3.8,2.6,3.6,5.4,4.4,2.8,5.4,4,2.4,3,4.4,4.4,4,6,2.4,3.6,1.6,6,3.6,4,2.2,3.6,5,3.4,5,4.4,4.2,4.8,3.4,3.4,3,4.8,2.2,2.6,4.4,4.8,3.8,4.2,1.6,2.4,8.235294118,7.4,3.823529412,1.8,2.235294118,5,10.35294118,12.8,6.852941176,6.4,16,17,16,15,13,16,16,11,1,0,4,0,1,4,1,2,2,0,0,1,2,0,0,2,19,17,1,1
314,20180831-053123_578,other,opening,other,providep,cre,asktask,task,asktask,emo,providep,task,providep,other,providep,other,offtask,other,positive,other,offtask,0,1,A33UFNG3ITAWUI,0,0.5,1,1,A1T0ND039EWAVV,0,0,36,Male,White/Caucasian,4,Married,Employed for wages,11,Agnostic,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,39,Female,Black/African American,3,Married,Employed for wages,6,Atheist,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,1,1,1,4,1,1,5,5,5,1,5,5,5,5,5,5,1,2,5,5,5,1,1,5,4.5,4.5,1,1,5,1,1,1,1,5,5,5,5,1,6,5,4.5,4,3.5,3.5,3.5,5.5,5.5,1,5.5,5,5,5,5.5,4.5,6,5,3.5,3.5,1.5,2.5,5.5,2.5,1.5,5,5.5,5.5,5.5,4,3,2.5,5.5,1.5,2,3,4.5,5,5,3.5,3.5,2,2,1,4,4,4,5,5,2,2,5,5,4,2,1,4,2,2,2,2,5,5,5,5,2,5,5,2,2,2,5,1,5,6,2,4,6,6,3,5,4,4,4,2,2,2,3,6,1,2,5,6,6,4,5,5,4,6,2,4,5,4,4,5,2,2,13,10,12,-3,-1,4,19,18,12,11,20,20,20,20,20,18,9,8,1,1,0,0,2,6,1,2,0,0,0,0,4,1,0,2,2,2,1,1
315,20180831-054654_563,other,opening,emo,asktask,other,agree,other,providep,emo,providep,other,providep,emo,providep,emo,providep,other,providep,other,offtask,0,1,A2E2UARVOVDR9Y,0,2,1,1,A19FOM6RAGCB1R,2,1,33,Male,White/Caucasian,2,Never been married,Employed for wages,4,Agnostic,3,5,5,4,4,4,4,4,4,4,5,4,4,5,4,1,1,1,1,3,1,1,4,4,4,1,4,4,4,26,Female,Black/African American,4,Married,Employed for wages,5,Roman Catholic,3,5,5,5,5,5,4,4,5,5,5,3,3,1,5,1,1,1,1,5,1,1,3,3,4,1,3,3,4,5,4.5,5,2,2.5,4,4,4,2,3,4,4.5,4,2,1.5,4.5,2.5,4.5,2.5,3,4.5,4,3,3.5,2.5,5.5,4.5,2,2.5,2,5.5,3.5,6,4.5,1,5,6,5,4,6,5,3.5,2,6,4,3,2,6,2,3,3.5,4,4,2.5,4,3.5,4,3.5,1.5,4.5,4,1.5,4.5,4,3,3,4,3,4,2,3,3,4,2,3,2,3,4,3,5,3,3,4,2,3,4,3,4,2,3,3,5,4,3,5,3,4,5,3,4,5,4,4,3,5,5,4,5,3,4,2,4,4,5,2,3,4,3,4,3,4,3,3,3,4,1,2,4,4,5,3,4,7,4,10,6,8,10,12.5,9,9,2,17,20,16,18,17,12,7,9,4,0,0,0,0,6,1,1,1,0,0,0,6,0,0,1,1,1,1,1
316,20180831-063536_532,other,opening,cre,providep,log,providep,log,agree,other,providep,other,positive,log,providep,other,providep,emo,providep,emo,providep,0,1,A1R2GLS7IS9QM1,0,0,0,1,A3PSN6UCH0L8MV,0.25,1,38,Male,Hispanic/Latino,4,Married,Employed for wages,6,Roman Catholic,3,5,4,4,4,4,4,4,4,4,5,4,4,4,4,2,2,2,2,4,1,1,3,3,3,1,5,5,5,21,Male,Asian/Asian American,3,Married,A student,1,Muslim,5,5,3,5,4,4,5,2,5,3,5,5,5,4,3,1,3,2,3,5,1,2,4,5,3,1,1,3,5,4.75,4.5,3.75,2.5,3,4.5,4.5,4.5,2,2.5,4.5,4.5,4.5,2,2,4.5,2,2,2,2,4,4.25,3,4.25,2,5,5,4.75,4.75,5,5,5,5,5,5,5,5.75,5.25,5,5.75,5.75,5.75,3.5,5.25,4.5,5.75,5.5,5.5,4.75,4.5,4.5,4.5,4.5,4,3.25,4.5,4.25,4.25,1.5,3,3.75,4,4.5,4.5,2.75,2.75,2.333333333,2,2.666666667,3.666666667,3.666666667,3.666666667,3.333333333,4.333333333,3,3,4.333333333,2,3.333333333,2,2,3.333333333,4,2.333333333,2.666666667,3,3.666666667,4,3,3,2.333333333,3.333333333,5,5,3.666666667,3.666666667,3.333333333,3.666666667,3,2.666666667,3.333333333,3.333333333,3,3.333333333,3.666666667,3.666666667,3.333333333,3.333333333,4.666666667,4.333333333,3,3,3,3,5.333333333,5.333333333,4.666666667,3.333333333,1.666666667,2.666666667,3.333333333,2.666666667,3.666666667,3.666666667,3.333333333,3,3.333333333,1.666666667,4.333333333,3.666666667,3,3.333333333,9,5.333333333,7.5,-0.333333333,3.5,8.666666667,13.5,11.33333333,9.5,5.666666667,16,16,16,15,16,17,12,14,2,1,3,0,0,4,1,0,1,0,0,0,7,1,0,0,3,1,1,1
317,20180831-065311_853,other,opening,other,providep,pro,asktask,pro,offtask,task,agree,other,positive,other,positive,other,providep,other,providep,other,providep,0,1,A11N2XYG9AGJ30,0,0,0,1,A1DNJ3C38BJ0MJ,0.2,1,63,Male,White/Caucasian,4,Married,Self-employed,8,Roman Catholic,2,4,3,4,3,4,3,3,4,4,4,4,4,3,4,2,2,2,2,3,1,1,3,2,2,1,3,4,4,61,Female,White/Caucasian,3,Married,Employed for wages,11,Roman Catholic,2,4,4,5,5,5,4,5,5,5,5,4,5,4,5,1,1,2,1,5,1,1,4,5,5,1,5,4,5,3.5,3.5,2,2,3,4,4,4,1.5,1,3.5,4,3.5,3.5,1,2.5,3,4,3,3.5,4,3.5,3,4.5,3,3,5,4,4.5,4.5,5.5,4,5.5,5.5,5.5,4.5,5.5,6,5,6,5,2,5.5,1,3,5,5,2.5,5.5,4.5,5.5,5,5,2.5,2,4,3.5,5,2,3.5,4,3,4,3,2,1.5,4.217391304,4.130434783,3.434782609,1.956521739,2.217391304,4.782608696,4.260869565,3.739130435,1.347826087,1.217391304,4.956521739,4.608695652,2.565217391,1.47826087,1.086956522,4.913043478,1.347826087,1.52173913,1.347826087,1.217391304,5,4.608695652,1.391304348,3.826086957,1.173913043,4,3.956521739,5.260869565,5.434782609,5.782608696,4.652173913,5.304347826,4.739130435,4.869565217,5.956521739,4.52173913,4.608695652,5.173913043,5.739130435,5.347826087,5.260869565,5.043478261,5.347826087,4.913043478,5.47826087,5.608695652,5.565217391,4.304347826,5.47826087,5.043478261,5.52173913,5.304347826,4.826086957,4.869565217,4.913043478,5.739130435,5.130434783,4.782608696,2.608695652,2,3.652173913,4.608695652,4.347826087,3.52173913,3.391304348,4.391304348,9.5,10.2173913,4,7.608695652,11,0.52173913,12,13.65217391,6.5,9.565217391,14,19,14,19,15,18,11,10,0,0,0,2,1,7,1,1,1,0,0,0,4,2,0,1,2,1,12,6
318,20180831-070455_353,other,opening,other,positive,other,offtask,other,asktask,log,providep,other,asktask,task,asktask,other,asktask,log,providep,other,asktask,0,1,A2JWWZ59D2TDY3,0,0.1,1,1,A161AJDHLJVCLZ,0,0,40,Male,Other,5,Married,Employed for wages,12,Other,3,5,5,5,4,4,4,4,4,4,5,2,5,4,3,1,1,1,1,4,1,1,5,5,5,1,4,4,4,30,Female,White/Caucasian,6,Married,Employed for wages,11,Atheist,5,4,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,2,3,1,2,2,1,1,2,2,2,2,5,5,5,1,1,5,5,5,1,1,5,4.5,4.5,1,1,4,1,3.5,2,1,5,5,2.5,4.5,1,6,6,4.5,5,5.5,6,5,6,5.5,5,4.5,6,5.5,5.5,6,5.5,4,5.5,5.5,4.5,5,5,5.5,5,6,6,6,5.5,6,5,5.5,5,6,1,4.5,3,3,5,5,2,2,4,3.911764706,2.323529412,2.058823529,3.852941176,4.029411765,4.029411765,4.029411765,1.970588235,1.970588235,3.970588235,4.029411765,4.029411765,1.941176471,1.941176471,3.941176471,2.088235294,2,2,2,4,4,3.294117647,4,2.088235294,3.911764706,3.588235294,3.352941176,3.382352941,3.676470588,3.764705882,3.5,3.588235294,3.705882353,3.205882353,3.617647059,4.088235294,4.058823529,3.970588235,4.205882353,4.029411765,3.970588235,3.029411765,4.235294118,3.941176471,3.970588235,2.647058824,4.058823529,3.176470588,3.088235294,3.382352941,3.411764706,3.352941176,3.264705882,3.117647059,3.117647059,3.235294118,3.205882353,2,2.058823529,4.029411765,4.058823529,3.970588235,4,2.852941176,4,13,8.147058824,13,4.323529412,3.5,4.147058824,16,13.20588235,12,8.147058824,18,8,16,8,14,12,8,11,0,0,3,0,1,7,1,5,0,0,0,0,2,1,0,1,1,1,21,15
